2025-11-06T20:00:27.427540, 17.4, 62.1, True
2025-11-06T20:00:29.340598, 18.9, 65.1, True
2025-11-06T20:00:31.253883, 17.5, 70.0, True
2025-11-06T20:00:33.170493, 19.6, 64.9, True
2025-11-06T20:00:35.109942, 17.1, 65.1, True
2025-11-06T20:00:37.022980, 18.9, 66.4, True
2025-11-06T20:00:38.938095, 19.0, 58.1, True
2025-11-06T20:00:40.850916, 20.2, 59.4, True
2025-11-06T20:00:42.764758, 19.5, 56.3, True
2025-11-06T20:00:44.679243, 18.3, 66.3, True
2025-11-06T20:00:46.621937, 20.6, 58.8, True
2025-11-06T20:00:48.536813, 18.7, 65.2, True
2025-11-06T20:00:50.447701, 20.0, 61.8, True
2025-11-06T20:00:52.391822, 17.5, 69.2, True
2025-11-06T20:00:54.305815, 17.7, 63.0, True
2025-11-06T20:00:56.219859, 19.5, 59.2, True
2025-11-06T20:00:58.158418, 17.1, 66.6, True
2025-11-06T20:01:00.101295, 17.4, 63.9, True
2025-11-06T20:01:02.014632, 19.2, 61.6, True
2025-11-06T20:01:03.926841, 18.0, 61.8, True
2025-11-06T20:01:05.865701, 18.3, 64.7, True
2025-11-06T20:01:07.781242, 20.7, 55.5, True
2025-11-06T20:01:09.697345, 17.9, 60.2, True
2025-11-06T20:01:11.635412, 18.2, 66.0, True
2025-11-06T20:01:13.548036, 19.3, 64.9, True
2025-11-06T20:01:15.460082, 19.1, 63.9, True
2025-11-06T20:01:17.397435, 17.6, 60.9, True
2025-11-06T20:01:19.309887, 18.3, 60.2, True
2025-11-06T20:01:21.222730, 17.0, 64.1, True
2025-11-06T20:01:23.166392, 19.2, 58.7, True
2025-11-06T20:01:25.103859, 17.6, 62.2, True
2025-11-06T20:01:27.017062, 20.5, 56.8, True
2025-11-06T20:01:28.934919, 18.8, 59.8, True
2025-11-06T20:01:30.879450, 19.1, 60.5, True
2025-11-06T20:01:32.818880, 19.0, 59.8, True
2025-11-06T20:01:34.731456, 17.5, 68.9, True
2025-11-06T20:01:36.646205, 20.8, 60.2, True
2025-11-06T20:01:38.588480, 17.4, 69.1, True
2025-11-06T20:01:40.504699, 18.2, 59.9, True
2025-11-06T20:01:42.419499, 20.1, 61.2, True
2025-11-06T20:01:44.331586, 17.0, 68.0, True
2025-11-06T20:01:46.270804, 18.7, 60.6, True
2025-11-06T20:01:48.187622, 20.5, 58.2, True
2025-11-06T20:01:50.100910, 17.5, 65.4, True
2025-11-06T20:01:52.039843, 18.2, 63.9, True
2025-11-06T20:01:53.952803, 17.7, 62.2, True
2025-11-06T20:01:55.870009, 17.7, 63.6, True
2025-11-06T20:01:57.813094, 18.8, 59.7, True
2025-11-06T20:01:59.735841, 18.3, 68.2, True
2025-11-06T20:02:01.648374, 20.2, 62.0, True
